"id","name","address","local","city","state","zip","lat","lng","phone","description","created_at","updated_at"
"8865","Collinswood K9 Services","81 West St","Auburn, MA 01501","Auburn","MA","01501",NULL,NULL,"(508) 832-9394","41. Collinswood K9 ServicesPet Boarding & KennelsPet TrainingKennels(2)Website21 Yearsin Business",NULL,NULL
"8866","Precious Furs Pet Resort",,"bar, fo 11111","bar","fo","11111",NULL,NULL,,"Precious Furs Pet ResortPet Boarding & KennelsPet GroomingDog Day CareKennelsPet Services(13)BBB Rating: A+WebsiteReservationsDirectionsMore Info19 Yearsin Business7 Years withYellow Pages",NULL,NULL
"8867","Snippers Hair Club for Dogs & Cats","82 Dresser Hill Rd","Charlton, MA 01507","Charlton","MA","01507",NULL,NULL,"(508) 248-0056","43. Snippers Hair Club for Dogs & CatsPet Boarding & KennelsPet GroomingKennels(1)12 Yearsin Business",NULL,NULL
"8868","Northborough Kennels","348 Hudson St","Northborough, MA 01532","Northborough","MA","01532",NULL,NULL,"(508) 393-6040","10. Northborough KennelsPet Boarding & KennelsKennelsDog & Cat Furnishings & SuppliesWebsite39 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8869","Gibson Kennels-139 Upton St",,"bar, fo 11111","bar","fo","11111",NULL,NULL,,"Gibson Kennels-139 Upton StDog & Cat Grooming & SuppliesKennelsDog Day CareWebsiteDirectionsMore Info22 Yearsin Business",NULL,NULL
"8870","Fairy Tails Pet Spa","281 Main St","Webster, MA 01570","Webster","MA","01570",NULL,NULL,"(508) 461-9744","44. Fairy Tails Pet SpaPet Boarding & KennelsKennelsPet GroomingAccreditedBusiness",NULL,NULL
"8871","Holden Grooming","196 Campbell St","Rutland, MA 01543","Rutland","MA","01543",NULL,NULL,"(508) 886-2604","1. Holden GroomingPet Boarding & KennelsPet GroomingKennels25 Yearsin Business",NULL,NULL
"8872","VCA Auburn Animal Hospital","209 Southbridge St","Auburn, MA 01501","Auburn","MA","01501",NULL,NULL,"(774) 670-5091","45. VCA Auburn Animal HospitalPet Boarding & KennelsVeterinariansPet Services(5)Website25 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8873","Animal Rescue League","139 Holden St","Worcester, MA 01606","Worcester","MA","01606",NULL,NULL,"(508) 852-1868","13. Animal Rescue LeaguePet Boarding & KennelsKennelsWebsite111 Yearsin Business",NULL,NULL
"8874","Winterhill Farm & Kennel",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(508) 867-6929","2. Winterhill Farm & KennelPet Boarding & KennelsPet Grooming(4)Website31 Yearsin Business",NULL,NULL
"8875","K-9 Plus Pet Service","35 Park Hill Rd","Worcester, MA 01607","Worcester","MA","01607",NULL,NULL,"(508) 321-7000","14. K-9 Plus Pet ServicePet Boarding & Kennels",NULL,NULL
"8876","Gardner Animal Care Center","73 Eaton St","Gardner, MA 01440","Gardner","MA","01440",NULL,NULL,"(978) 632-7110","38. Gardner Animal Care CenterPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServices35 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8877","Kylemore Terriers",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(617) 899-9738","3. Kylemore TerriersPet Boarding & KennelsDog & Cat Furnishings & SuppliesPet StoresWebsite14 Yearsin Business",NULL,NULL
"8878","All about the Pup","25 Brigham St","Westborough, MA 01581","Westborough","MA","01581",NULL,NULL,"(508) 329-1616","15. All about the PupPet Boarding & Kennels8 Yearsin Business",NULL,NULL
"8879","Worcester Animal Res","139 Park Ave","Worcester, MA 01609","Worcester","MA","01609",NULL,NULL,"(508) 853-0030","39. Worcester Animal ResPet Boarding & KennelsKennels",NULL,NULL
"8880","Dog Training Elite Central Massachusetts",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(978) 480-6298","4. Dog Training Elite Central MassachusettsPet Boarding & KennelsDog & Cat Furnishings & SuppliesPet StoresWebsite",NULL,NULL
"8881","TLC Pet Haven","68 Worcester Providence Tpke","Sutton, MA 01590","Sutton","MA","01590",NULL,NULL,"(508) 865-3180","46. TLC Pet HavenPet Boarding & KennelsPet Sitting & Exercising ServicesPet StoresWebsite45 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8882","Bark-N-Bubbles","154 Riverlin St","Millbury, MA 01527","Millbury","MA","01527",NULL,NULL,"(508) 865-8155","16. Bark-N-BubblesPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite9 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8883","Sun Catchers Tanning Spa","2 Lancelot Rd","Shrewsbury, MA 01545","Shrewsbury","MA","01545",NULL,NULL,"(508) 845-6253","40. Sun Catchers Tanning SpaPet Boarding & KennelsKennels",NULL,NULL
"8884","Lafleche Michelle","13 Mill Rd","Dudley, MA 01571","Dudley","MA","01571",NULL,NULL,"(508) 949-8653","47. Lafleche MichellePet Boarding & KennelsKennelsPet Sitting & Exercising Services",NULL,NULL
"8885","SIT K-9 OBEDIENCE",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(774) 239-0947","5. SIT K-9 OBEDIENCEPet Boarding & KennelsDog TrainingPet Breeders28 Yearsin Business",NULL,NULL
"8886","Next Level Pet Care","33 Monroe Ave","Worcester, MA 01602","Worcester","MA","01602",NULL,NULL,"(508) 556-0656","41. Next Level Pet CarePet Boarding & KennelsPet Specialty ServicesSitting Services",NULL,NULL
"8887","Pupparoo Daycare","185 Pleasant St","south grafton, MA 01560","south grafton","MA","01560",NULL,NULL,"(774) 813-4393","48. Pupparoo DaycarePet Boarding & KennelsPet ServicesPet Specialty Services7 Yearsin Business",NULL,NULL
"8888","Pet Vacations","19 Carr Rd","Berlin, MA 01503","Berlin","MA","01503",NULL,NULL,"(978) 838-2567","42. Pet VacationsPet Boarding & KennelsPet Sitting & Exercising ServicesKennels(2)Website13 Yearsin Business",NULL,NULL
"8889","The Inn At Restful Paws","70 Allen Hill Rd","Holland, MA 01521","Holland","MA","01521",NULL,NULL,"(413) 245-7792","49. The Inn At Restful PawsPet Boarding & KennelsHotelsLodging(10)WebsiteAmenities:Wheelchair accessibleHas Wifi",NULL,NULL
"8890","Worcester Cat Hospital & Bird Clinic","347 Park Ave","Worcester, MA 01610","Worcester","MA","01610",NULL,NULL,"(508) 798-0400","43. Worcester Cat Hospital & Bird ClinicPet Boarding & KennelsVeterinariansVeterinary Clinics & Hospitals(2)Website29 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8891","Community Animal Hospital","15 Clews St","Shrewsbury, MA 01545","Shrewsbury","MA","01545",NULL,NULL,"(508) 753-7077","50. Community Animal HospitalPet Boarding & KennelsVeterinariansDog & Cat Grooming & Supplies(1)Website23 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8892","Animal Hospital Of Putnam","1 Kennedy Dr","Putnam, CT 06260","Putnam","CT","06260",NULL,NULL,"(860) 928-1931","51. Animal Hospital Of PutnamPet Boarding & KennelsPet ServicesVeterinarians(5)WebsiteServicesAccreditedBusiness",NULL,NULL
"8893","All Dogs Allowed","435 Mellen Rd","Winchendon, MA 01475","Winchendon","MA","01475",NULL,NULL,"(978) 297-3345","44. All Dogs AllowedPet Boarding & KennelsPet Specialty ServicesPet Services12 Yearsin Business",NULL,NULL
"8894","Morning Star Farm Pet Resort","317 County Home Rd","Thompson, CT 06277","Thompson","CT","06277",NULL,NULL,"(860) 928-7191","52. Morning Star Farm Pet ResortPet Boarding & KennelsDog & Cat Grooming & SuppliesPet ServicesWebsiteAccreditedBusiness",NULL,NULL
"8895","Community Animal Hospital","15 Clews St","Shrewsbury, MA 01545","Shrewsbury","MA","01545",NULL,NULL,"(508) 753-7077","45. Community Animal HospitalPet Boarding & KennelsVeterinariansDog & Cat Grooming & Supplies(1)Website23 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8896","J & L Pet Sitting Service","8 Fairground Rd","Sturbridge, MA 01566","Sturbridge","MA","01566",NULL,NULL,"(508) 347-3826","53. J & L Pet Sitting ServicePet Boarding & KennelsPet Sitting & Exercising Services25 Yearsin Business",NULL,NULL
"8897","Companion Pet Sitting","367 W Main St","Northborough, MA 01532","Northborough","MA","01532",NULL,NULL,"(508) 393-3370","46. Companion Pet SittingPet Boarding & KennelsPet Sitting & Exercising ServicesPet GroomingWebsite33 Yearsin BusinessAmenities:Wheelchair accessible",NULL,NULL
"8898","Amy Pet Sitting Service","6 Walter St","Worcester, MA 01609","Worcester","MA","01609",NULL,NULL,"(508) 304-9195","54. Amy Pet Sitting ServicePet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"8899","Furry Friends Pet Sitting Services","18 Water St","Marlborough, MA 01752","Marlborough","MA","01752",NULL,NULL,"(508) 485-3091","47. Furry Friends Pet Sitting ServicesPet Boarding & KennelsPet ServicesPet Sitting & Exercising Services20 Yearsin Business",NULL,NULL
"8900","Above & Beyond Pet Sitting Services","4 Oneida Pl","Hudson, MA 01749","Hudson","MA","01749",NULL,NULL,"(978) 562-2199","48. Above & Beyond Pet Sitting ServicesPet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"8901","Companion Pet Sitting","104 Main St","Northborough, MA 01532","Northborough","MA","01532",NULL,NULL,"(508) 393-3370","49. Companion Pet SittingPet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"8902","Pampered Pets Sitting","Grafton 01519","Grafton, MA 01519","Grafton","MA","01519",NULL,NULL,"(774) 293-1590","17. Pampered Pets SittingPet Boarding & KennelsWebsite",NULL,NULL
"8903","Active Paws, Inc","236 Main St","Bolton, MA 01740","Bolton","MA","01740",NULL,NULL,"(781) 899-7297","50. Active Paws, IncPet Boarding & KennelsPet TrainingPet ServicesWebsite",NULL,NULL
"8904","Dog Daycare and Pet Boarding Facility","18 Granite St","Whitinsville, MA 01588","Whitinsville","MA","01588",NULL,NULL,"(508) 372-9376","55. Dog Daycare and Pet Boarding FacilityPet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"8905","Lil Monkey Babysitting & Petsitting","13 Belknap St","Westborough, MA 01581","Westborough","MA","01581",NULL,NULL,"(904) 305-0089","18. Lil Monkey Babysitting & PetsittingPet Boarding & Kennels",NULL,NULL
"8906","Harvard Veterinary Clinic","259 Ayer Rd","Harvard, MA 01451","Harvard","MA","01451",NULL,NULL,"(978) 772-6607","51. Harvard Veterinary ClinicPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServices34 Yearsin Business",NULL,NULL
"8907","Waggy Tailz Pet Sitting","167 Mechanic St","Upton, MA 01568","Upton","MA","01568",NULL,NULL,"(508) 529-3879","19. Waggy Tailz Pet SittingPet Boarding & Kennels19 Yearsin Business",NULL,NULL
"8908","Harvard Family Pet Clinic","259 Ayer Rd","Harvard, MA 01451","Harvard","MA","01451",NULL,NULL,"(978) 772-6607","52. Harvard Family Pet ClinicPet Boarding & KennelsVeterinariansPet Services5 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8909","Dog Love Retreat","11 Meadow Ln","Upton, MA 01568","Upton","MA","01568",NULL,NULL,"(508) 259-6069","20. Dog Love RetreatPet Boarding & Kennels",NULL,NULL
"8910","Ayer Animal Medical Center, A Thrive Pet Healthcare Partner","196 W Main St","Ayer, MA 01432","Ayer","MA","01432",NULL,NULL,"(978) 772-4413","53. Ayer Animal Medical Center, A Thrive Pet Healthcare PartnerPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServices28 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8911","Apple Acres Boarding Kennel","6 Stowe Rd","Millbury, MA 01527","Millbury","MA","01527",NULL,NULL,"(508) 865-2227","21. Apple Acres Boarding KennelPet Boarding & KennelsPet GroomingWebsite25 Yearsin Business",NULL,NULL
"8912","Animal Rescue League","139 Holden St","Worcester, MA 01606","Worcester","MA","01606",NULL,NULL,"(508) 852-1868","8. Animal Rescue LeaguePet Boarding & KennelsKennelsWebsite111 Yearsin Business",NULL,NULL
"8913","Shepherd Veterinary Clinic","17 Codman Hill Rd","Boxborough, MA 01719","Boxborough","MA","01719",NULL,NULL,"(978) 263-0995","54. Shepherd Veterinary ClinicPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices31 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8914","Indulge Pet Resort","240 Central St","Berlin, MA 01503","Berlin","MA","01503",NULL,NULL,"(978) 415-0401","22. Indulge Pet ResortPet Boarding & KennelsPet ServicesWebsite",NULL,NULL
"8915","Pleasant Kennels","1009 Pleasant St","Leominster, MA 01453","Leominster","MA","01453",NULL,NULL,"(978) 467-3196","9. Pleasant KennelsPet Boarding & KennelsWebsite",NULL,NULL
"8916","Happy Dog Sitting","38 Central Ave","Ayer, MA 01432","Ayer","MA","01432",NULL,NULL,"(978) 772-0814","55. Happy Dog SittingPet Boarding & KennelsPet Sitting & Exercising ServicesKennelsWebsite14 Yearsin Business",NULL,NULL
"8917","Precious Furs Pet Resort","13 Lovett Road","Oxford, MA 01540","Oxford","MA","01540",NULL,NULL,"(508) 987-2927","26. Precious Furs Pet ResortPet Boarding & KennelsKennelsPet Grooming(13)WebsiteReservationsDirectionsMore Info19 Yearsin Business7 Years withYellow PagesAccreditedBusiness",NULL,NULL
"8918","Forever Reigning Cats & Dogs","23 Flagg St","Boylston, MA 01505","Boylston","MA","01505",NULL,NULL,"(508) 869-2020","10. Forever Reigning Cats & DogsPet Boarding & KennelsKennelsPet Sitting & Exercising Services18 Yearsin Business",NULL,NULL
"8919","Pampered Pets","40 E Main St","Ayer, MA 01432","Ayer","MA","01432",NULL,NULL,"(978) 772-5833","56. Pampered PetsPet Boarding & KennelsKennelsPet Grooming27 Yearsin BusinessAmenities:Wheelchair accessible",NULL,NULL
"8920","Barkwood Inn","462 Worcester Rd","Charlton, MA 01507","Charlton","MA","01507",NULL,NULL,"(508) 248-7474","27. Barkwood InnPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite15 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8921","Precious Furs Pet Resort",,"bar, fo 11111","bar","fo","11111",NULL,NULL,,"Precious Furs Pet ResortPet Boarding & KennelsPet GroomingDog Day CareKennelsPet Services(13)BBB Rating: A+WebsiteReservationsDirectionsMore Info19 Yearsin Business7 Years withYellow Pages",NULL,NULL
"8922","Barton Brook Kennel & Humane Shelter Inc","305 River St","Leicester, MA 01524","Leicester","MA","01524",NULL,NULL,"(508) 892-0321","11. Barton Brook Kennel & Humane Shelter IncPet Boarding & KennelsPet StoresServicesAccreditedBusiness",NULL,NULL
"8923","Ravenelle, Lucille","8 Fairground Rd","Sturbridge, MA 01566","Sturbridge","MA","01566",NULL,NULL,"(508) 347-3826","56. Ravenelle, LucillePet Boarding & KennelsKennelsPet Sitting & Exercising Services",NULL,NULL
"8924","Gibson Kennels-139 Upton St",,"bar, fo 11111","bar","fo","11111",NULL,NULL,,"Gibson Kennels-139 Upton StDog & Cat Grooming & SuppliesKennelsDog Day CareWebsiteDirectionsMore Info22 Yearsin Business",NULL,NULL
"8925","Precious Furs Pet Resort","13 Lovett Road","Oxford, MA 01540","Oxford","MA","01540",NULL,NULL,"(508) 987-2927","12. Precious Furs Pet ResortPet Boarding & KennelsKennelsPet Grooming(13)WebsiteReservationsDirectionsMore Info19 Yearsin Business7 Years withYellow PagesAccreditedBusiness",NULL,NULL
"8926","Best Friends Pet Care","10 Fountain St","Ashland, MA 01721","Ashland","MA","01721",NULL,NULL,"(508) 881-3441","28. Best Friends Pet CarePet Boarding & KennelsPet TrainingPet GroomingWebsite",NULL,NULL
"8927","Paw Plaza","1 River Rd","Sturbridge, MA 01566","Sturbridge","MA","01566",NULL,NULL,"(508) 347-7777","57. Paw PlazaPet Boarding & KennelsPet GroomingPet Training6 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8928","Winterhill Farm & Kennel",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(508) 867-6929","1. Winterhill Farm & KennelPet Boarding & KennelsPet Grooming(4)Website31 Yearsin Business",NULL,NULL
"8929","Barkwood Inn","462 Worcester Rd","Charlton, MA 01507","Charlton","MA","01507",NULL,NULL,"(508) 248-7474","13. Barkwood InnPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite15 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8930","Next Level Pet Care","33 Monroe Ave","Worcester, MA 01602","Worcester","MA","01602",NULL,NULL,"(508) 556-0656","58. Next Level Pet CarePet Boarding & KennelsPet Specialty ServicesSitting Services",NULL,NULL
"8931","Lakefront Dog Retreat","1536 Main St. Leominster","Leominster, MA 01453","Leominster","MA","01453",NULL,NULL,"(978) 400-5395","30. Lakefront Dog RetreatPet Boarding & KennelsPet ServicesPet Sitting & Exercising Services(1)Website",NULL,NULL
"8932","Kylemore Terriers",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(617) 899-9738","2. Kylemore TerriersPet Boarding & KennelsDog & Cat Furnishings & SuppliesPet StoresWebsite14 Yearsin Business",NULL,NULL
"8933","Worcester Animal Res","139 Park Ave","Worcester, MA 01609","Worcester","MA","01609",NULL,NULL,"(508) 853-0030","59. Worcester Animal ResPet Boarding & KennelsKennels",NULL,NULL
"8934","Lakefront Dog Retreat","1536 Main St. Leominster","Leominster, MA 01453","Leominster","MA","01453",NULL,NULL,"(978) 400-5395","17. Lakefront Dog RetreatPet Boarding & KennelsPet ServicesPet Sitting & Exercising Services(1)Website",NULL,NULL
"8935","Dog Training Elite Central Massachusetts",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(978) 480-6298","3. Dog Training Elite Central MassachusettsPet Boarding & KennelsDog & Cat Furnishings & SuppliesPet StoresWebsite",NULL,NULL
"8936","Canine Camp","48 Shore Dr","Upton, MA 01568","Upton","MA","01568",NULL,NULL,"(508) 529-1164","31. Canine CampPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite19 Yearsin Business",NULL,NULL
"8937","Karuna Veterinary Clinic","577 Grove St","Worcester, MA 01605","Worcester","MA","01605",NULL,NULL,"(508) 852-7862","60. Karuna Veterinary ClinicPet Boarding & KennelsVeterinarians",NULL,NULL
"8938","Barton Brook Kennel & Humane Shelter Inc","305 River St","Leicester, MA 01524","Leicester","MA","01524",NULL,NULL,"(508) 892-0321","4. Barton Brook Kennel & Humane Shelter IncPet Boarding & KennelsPet StoresServicesAccreditedBusiness",NULL,NULL
"8939","Starwood Animal Transport","1163 Petersham Rd","Hardwick, MA 01037","Hardwick","MA","01037",NULL,NULL,"(413) 477-6454","18. Starwood Animal TransportPet Boarding & KennelsWebsite39 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8940","Worcester Animal Res","139 Park Ave","Worcester, MA 01609","Worcester","MA","01609",NULL,NULL,"(508) 853-0030","61. Worcester Animal ResPet Boarding & KennelsKennels",NULL,NULL
"8941","Sky Pet Care","156 West St","Milford, MA 01757","Milford","MA","01757",NULL,NULL,"(508) 381-1521","32. Sky Pet CarePet Boarding & KennelsPet ServicesPet GroomingWebsite",NULL,NULL
"8942","Karuna Veterinary Clinic","577 Grove St","Worcester, MA 01605","Worcester","MA","01605",NULL,NULL,"(508) 852-7862","62. Karuna Veterinary ClinicPet Boarding & KennelsVeterinarians",NULL,NULL
"8943","K-9 Plus Pet Service","35 Park Hill Rd","Worcester, MA 01607","Worcester","MA","01607",NULL,NULL,"(508) 321-7000","19. K-9 Plus Pet ServicePet Boarding & Kennels",NULL,NULL
"8944","SIT K-9 OBEDIENCE",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(774) 239-0947","5. SIT K-9 OBEDIENCEPet Boarding & KennelsDog TrainingPet Breeders28 Yearsin Business",NULL,NULL
"8945","Pleasant Kennels","1009 Pleasant St","Leominster, MA 01453","Leominster","MA","01453",NULL,NULL,"(978) 467-3196","33. Pleasant KennelsPet Boarding & KennelsWebsite",NULL,NULL
"8946","Daily Leash Dog Walking","133 Hecla St","Uxbridge, MA 01569","Uxbridge","MA","01569",NULL,NULL,"(508) 278-5267","63. Daily Leash Dog WalkingPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite9 Yearsin Business",NULL,NULL
"8947","Bark-N-Bubbles","154 Riverlin St","Millbury, MA 01527","Millbury","MA","01527",NULL,NULL,"(508) 865-8155","20. Bark-N-BubblesPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite9 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8948","Wolf Camp Mendon","23 Inman Hill Rd","Mendon, MA 01756","Mendon","MA","01756",NULL,NULL,"(508) 377-7219","35. Wolf Camp MendonPet Boarding & KennelsWebsite",NULL,NULL
"8949","Le Petit Spa","10 Fay Mountain Rd","Grafton, MA 01519","Grafton","MA","01519",NULL,NULL,"(508) 340-2235","64. Le Petit SpaPet Boarding & KennelsKennels",NULL,NULL
"8950","Apple Acres Boarding Kennel","6 Stowe Rd","Millbury, MA 01527","Millbury","MA","01527",NULL,NULL,"(508) 865-2227","21. Apple Acres Boarding KennelPet Boarding & KennelsPet GroomingWebsite25 Yearsin Business",NULL,NULL
"8951","Paws Bed & Biscuit","97 Millville Rd","Mendon, MA 01756","Mendon","MA","01756",NULL,NULL,"(508) 478-6390","65. Paws Bed & BiscuitPet Boarding & KennelsPet ServicesWebsiteAccreditedBusiness",NULL,NULL
"8952","Snappy Dogs","93 E Main St","Hopkinton, MA 01748","Hopkinton","MA","01748",NULL,NULL,"(617) 383-7627","36. Snappy DogsPet Boarding & KennelsWebsiteAmenities:Offers outdoor seatingWheelchair accessible",NULL,NULL
"8953","Dog Training Elite Worcester",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(508) 290-0363","22. Dog Training Elite WorcesterPet Boarding & KennelsDog TrainingWebsite",NULL,NULL
"8954","Sun Catchers Tanning Spa","4 Cook St","Westborough, MA 01581","Westborough","MA","01581",NULL,NULL,"(508) 329-1089","66. Sun Catchers Tanning SpaPet Boarding & KennelsKennels",NULL,NULL
"8955","The Aerobic Dog","349 Union Ave","Framingham, MA 01702","Framingham","MA","01702",NULL,NULL,"(508) 380-3380","37. The Aerobic DogPet Boarding & Kennels",NULL,NULL
"8956","Halpert Kimberly","21 E Mountain St","Worcester, MA 01606","Worcester","MA","01606",NULL,NULL,"(508) 853-3350","67. Halpert KimberlyPet Boarding & KennelsPet GroomingVeterinariansWebsiteServices",NULL,NULL
"8957","Sweetpea",,"Paxton, MA 01612","Paxton","MA","01612",NULL,NULL,"(508) 757-7959","23. SweetpeaPet Boarding & KennelsAnimal SheltersKennelsWebsite23 Yearsin Business",NULL,NULL
"8958","PetSmart Pets Hotel","1 Worcester Road Petshotel Department","Framingham, MA 01701","Framingham","MA","01701",NULL,NULL,"(508) 598-3450","38. PetSmart Pets HotelPet Boarding & KennelsPet ServicesPet TrainingWebsite",NULL,NULL
"8959","Companion Pet Sitting","104 W Main St","Westborough, MA 01581","Westborough","MA","01581",NULL,NULL,"(508) 393-3370","68. Companion Pet SittingPet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"8960","Kritter Sitter Pet Care and Grooming",,"Dudley, MA 01571","Dudley","MA","01571",NULL,NULL,"(508) 949-8653","24. Kritter Sitter Pet Care and GroomingPet Boarding & KennelsPet Grooming22 Yearsin Business",NULL,NULL
"8961","Svs","119 Herbert St","Framingham, MA 01702","Framingham","MA","01702",NULL,NULL,"(508) 405-0857","39. SvsPet Boarding & KennelsWebsite",NULL,NULL
"8962","Wags To Whiskers Pet Grooming","82 Messier Rd","North Grosvenordale, CT 06255","North Grosvenordale","CT","06255",NULL,NULL,"(860) 923-9848","69. Wags To Whiskers Pet GroomingPet Boarding & KennelsPet GroomingDog & Cat Grooming & Supplies(2)27 Yearsin Business",NULL,NULL
"8963","Kelly Leslie","491 Walnut Hill Rd","Barre, MA 01005","Barre","MA","01005",NULL,NULL,"(978) 355-6800","25. Kelly LesliePet Boarding & KennelsKennelsWebsite33 Yearsin Business",NULL,NULL
"8964","Barkwood Inn","462 Worcester Rd","Charlton, MA 01507","Charlton","MA","01507",NULL,NULL,"(508) 248-7474","6. Barkwood InnPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite15 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8965","Critter Sitters","82 Chestnut Hill Rd","Millville, MA 01529","Millville","MA","01529",NULL,NULL,"(508) 883-3360","71. Critter SittersPet Boarding & KennelsDog & Cat Grooming & SuppliesKennelsWebsite27 Yearsin Business",NULL,NULL
"8966","Happy Tails 2 U Petcare","1241 Washington St","Holliston, MA 01746","Holliston","MA","01746",NULL,NULL,"(617) 686-5557","40. Happy Tails 2 U PetcarePet Boarding & KennelsPet GroomingPet Sitting & Exercising Services28 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8967","Fox Run Kennel & Grooming","491 Walnut Hill Rd","Barre, MA 01005","Barre","MA","01005",NULL,NULL,"(978) 355-6800","26. Fox Run Kennel & GroomingPet Boarding & KennelsPet GroomingWebsite30 Yearsin BusinessAccreditedBusiness",NULL,NULL
"8968","Precious Furs Pet Resort","13 Lovett Road","Oxford, MA 01540","Oxford","MA","01540",NULL,NULL,"(508) 987-2927","7. Precious Furs Pet ResortPet Boarding & KennelsKennelsPet Grooming(13)WebsiteReservationsDirectionsMore Info19 Yearsin Business7 Years withYellow PagesAccreditedBusiness",NULL,NULL
"8969","Precious Furs Pet Resort",,"bar, fo 11111","bar","fo","11111",NULL,NULL,,"Precious Furs Pet ResortPet Boarding & KennelsPet GroomingDog Day CareKennelsPet Services(13)BBB Rating: A+WebsiteReservationsDirectionsMore Info19 Yearsin Business7 Years withYellow Pages",NULL,NULL
"8970","Amy Pet Sitting Service","6 Walter St","Worcester, MA 01609","Worcester","MA","01609",NULL,NULL,"(508) 304-9195","27. Amy Pet Sitting ServicePet Boarding & KennelsPet Sitting & Exercising ServicesKennels",NULL,NULL
"8971","Barton Brook Kennel & Humane Shelter Inc","305 River St","Leicester, MA 01524","Leicester","MA","01524",NULL,NULL,"(508) 892-0321","41. Barton Brook Kennel & Humane Shelter IncPet Boarding & KennelsPet StoresServicesAccreditedBusiness",NULL,NULL
"8972","Winterhill Farm & Kennel",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(508) 867-6929","1. Winterhill Farm & KennelPet Boarding & KennelsPet Grooming(4)Website31 Yearsin Business",NULL,NULL
"8973","K-9 Plus Pet Service","35 Park Hill Rd","Worcester, MA 01607","Worcester","MA","01607",NULL,NULL,"(508) 321-7000","8. K-9 Plus Pet ServicePet Boarding & Kennels",NULL,NULL
"8974","Cobblestone Kennels","145 W River St","Upton, MA 01568","Upton","MA","01568",NULL,NULL,"(508) 529-3095","42. Cobblestone KennelsPet Boarding & Kennels",NULL,NULL
"8975","Kylemore Terriers",,"bar, fo 11111","bar","fo","11111",NULL,NULL,"(617) 899-9738","2. Kylemore TerriersPet Boarding & KennelsDog & Cat Furnishings & SuppliesPet StoresWebsite14 Yearsin Business",NULL,NULL
"8976","Apple Acres Boarding Kennel","6 Stowe Rd","Millbury, MA 01527","Millbury","MA","01527",NULL,NULL,"(508) 865-2227","9. Apple Acres Boarding KennelPet Boarding & KennelsPet GroomingWebsite25 Yearsin Business",NULL,NULL
"8977","Northeast K-9 Academy","9 Mill St","Webster, MA 01570","Webster","MA","01570",NULL,NULL,"(508) 949-3599","43. Northeast K-9 AcademyPet Boarding & KennelsPet TrainingPet Grooming26 Yearsin Business",NULL,NULL
"8978","Bark-N-Bubbles","154 Riverlin St","Millbury, MA 01527","Millbury","MA","01527",NULL,NULL,"(508) 865-8155","10. Bark-N-BubblesPet Boarding & KennelsKennelsPet Sitting & Exercising ServicesWebsite9 Yearsin BusinessAccreditedBusiness",NULL,NULL
